1270,393678,1265,1270
1280,409881,1275,1280
1290,439517,1283,1290
1300,433262,1295,1300
1310,418937,1300,1310
1320,455961,1314,1320
1330,449481,1317,1330
1340,456775,1335,1340
1350,450507,1342,1350
1360,456008,1353,1360
1370,468685,1365,1370
1380,481023,1373,1380
1390,496069,1381,1390
1400,488048,1389,1400
1410,497394,1402,1410
1420,511603,1413,1420
1430,512792,1424,1430
1440,507162,1430,1440
1450,541735,1442,1450
1460,536000,1451,1460
1470,533150,1463,1470
1480,542518,1470,1480
1490,565522,1480,1490
1500,580342,1489,1500
1510,567560,1499,1510
1520,571650,1512,1520
1530,563176,1522,1530
1540,600001,1533,1540
1550,605560,1542,1550
1560,608428,1552,1560
1570,609444,1563,1570
1580,617424,1566,1580
1590,634752,1585,1590
1600,635662,1588,1600
1610,650009,1602,1610
1620,667087,1607,1620
1630,682218,1625,1630
1640,656706,1627,1640
1650,677460,1643,1650
1660,690492,1649,1660
1670,709896,1664,1670
1680,697344,1672,1680
1690,696023,1683,1690
1700,720811,1691,1700
1710,726398,1701,1710
1720,727057,1708,1720
1730,761055,1725,1730
1740,772555,1731,1740
1750,759683,1744,1750
1760,752021,1748,1760
1770,784512,1761,1770
1780,805653,1773,1780
1790,815262,1781,1790
1800,830967,1791,1800
1810,808511,1803,1810
1820,807415,1814,1820
1830,868329,1821,1830
1840,852410,1832,1840
1850,879953,1838,1850
1860,872873,1852,1860
1870,901384,1862,1870
1880,873781,1874,1880
1890,926321,1881,1890
1900,896713,1894,1900
1910,907037,1905,1910
1920,901977,1914,1920
1930,938839,1921,1930
1940,941249,1933,1940
1950,940585,1945,1950
1960,952505,1954,1960
1970,962846,1959,1970
1980,985740,1969,1980
1990,957038,1980,1990
2000,1025176,1987,2000
2010,1016932,1998,2010
2020,1028321,2012,2020
2030,1026328,2022,2030
2040,1072919,2030,2040
2050,1060551,2039,2050
2060,1065237,2053,2060
2070,1070015,2060,2070
2080,1087249,2072,2080
2090,1110652,2082,2090
2100,1126623,2091,2100
2110,1114498,2100,2110
2120,1119570,2113,2120
2130,1130480,2126,2130
2140,1127973,2133,2140
2150,1163399,2144,2150
2160,1156667,2151,2160
2170,1174615,2162,2170
2180,1203130,2173,2180
2190,1199791,2184,2190
2200,1224479,2189,2200
2210,1222420,2205,2210
2220,1250839,2211,2220
2230,1271729,2221,2230
2240,1245550,2235,2240
2250,1298215,2243,2250
2260,1273452,2251,2260
2270,1278740,2258,2270
2280,1270064,2273,2280
2290,1309326,2276,2290
2300,1295020,2287,2300
2310,1336495,2302,2310
2320,1325877,2311,2320
2330,1335107,2323,2330
2340,1384182,2331,2340
2350,1398622,2340,2350
2360,1412414,2352,2360
2370,1421169,2355,2370
2380,1416986,2373,2380
2390,1420696,2383,2390
2400,1447320,2392,2400
2410,1455108,2395,2410
2420,1463672,2403,2420
2430,1489890,2422,2430
2440,1484852,2430,2440
2450,1536342,2443,2450
2460,1486704,2450,2460
2470,1510349,2462,2470
2480,1497584,2468,2480
2490,1567650,2480,2490
2500,1566142,2489,2500
2510,1578595,2505,2510
2520,1610813,2507,2520
2530,1572425,2521,2530
2540,1597261,2529,2540
2550,1662896,2542,2550
2560,1652321,2548,2560
2570,1619432,2564,2570
2580,1647732,2569,2580
2590,1665281,2586,2590
2600,1704256,2593,2600
2610,1698176,2599,2610
2620,1658257,2611,2620
2630,1727945,2621,2630
2640,1733855,2632,2640
2650,1753819,2644,2650
2660,1768912,2650,2660
2670,1793282,2662,2670
2680,1794882,2669,2680
2690,1839261,2680,2690
2700,1819615,2689,2700
2710,1816241,2696,2710
2720,1864896,2710,2720
2730,1822986,2722,2730
2740,1942351,2728,2740
2750,1917734,2742,2750
2760,1920823,2754,2760
2770,1908146,2764,2770
2780,1908618,2773,2780
2790,1936275,2784,2790
2800,1943628,2791,2800
2810,1938420,2803,2810
2820,1970615,2810,2820
2830,1983214,2818,2830
2840,2006976,2828,2840
2850,2042634,2840,2850
2860,2048276,2851,2860
2870,2070143,2859,2870
2880,2082491,2867,2880
2890,2098875,2885,2890
2900,2098903,2887,2900
2910,2094172,2894,2910
2920,2071913,2907,2920
2930,2136821,2920,2930
2940,2132286,2932,2940
2950,2211630,2939,2950
2960,2196043,2944,2960
2970,2233124,2964,2970
2980,2173813,2974,2980
2990,2275972,2976,2990
3000,2217429,2989,3000
3010,2282499,3003,3010
3020,2287899,3005,3020
3030,2289922,3016,3030
3040,2324885,3033,3040
3050,2329228,3045,3050
3060,2330976,3049,3060
3070,2354866,3060,3070
3080,2376756,3072,3080
3090,2363393,3075,3090
3100,2425053,3090,3100
3110,2394191,3100,3110
3120,2470879,3112,3120
3130,2400762,3121,3130
3140,2450440,3127,3140
3150,2540203,3141,3150
3160,2512043,3150,3160
3170,2522183,3164,3170
3180,2518366,3173,3180
3190,2549685,3182,3190
3200,2550711,3191,3200
3210,2582006,3204,3210
3220,2583246,3213,3220
3230,2626905,3221,3230
3240,2665094,3231,3240
3250,2639507,3241,3250
3260,2635115,3253,3260
3270,2639976,3260,3270
3280,2677374,3272,3280
3290,2688591,3282,3290
3300,2682481,3291,3300
3310,2737353,3297,3310
3320,2708633,3312,3320
3330,2828156,3320,3330
3340,2784295,3335,3340
3350,2793888,3344,3350
3360,2789299,3347,3360
3370,2870803,3356,3370
3380,2841042,3367,3380
3390,2867545,3378,3390
3400,2896938,3388,3400
3410,2859614,3405,3410
3420,2933289,3413,3420
3430,2842604,3419,3430
3440,2996495,3432,3440
3450,2920816,3443,3450
3460,3011079,3455,3460
3470,2980857,3464,3470
3480,3030669,3468,3480
3490,3064666,3482,3490
3500,3080542,3492,3500
3510,3079179,3499,3510
3520,3137203,3509,3520
3530,3106839,3520,3530
3540,3160939,3533,3540
3550,3161800,3539,3550
3560,3100700,3552,3560
3570,3184147,3561,3570
3580,3164702,3573,3580
3590,3242713,3579,3590
3600,3280690,3589,3600
3610,3250545,3600,3610
3620,3249645,3609,3620
3630,3281657,3623,3630
3640,3326841,3628,3640
3650,3246221,3642,3650
3660,3298206,3646,3660
3670,3385925,3665,3670
3680,3382941,3672,3680
3690,3387228,3681,3690
3700,3389907,3690,3700
3710,3384055,3700,3710
3720,3490311,3712,3720
3730,3508010,3722,3730
3740,3517257,3728,3740
3750,3508378,3742,3750
3760,3575680,3749,3760
3770,3616009,3757,3770
3780,3596981,3770,3780
3790,3607644,3776,3790
3800,3643400,3789,3800
3810,3675685,3804,3810
3820,3665250,3809,3820
3830,3601489,3823,3830
3840,3692448,3833,3840
3850,3779386,3839,3850
3860,3768560,3847,3860
3870,3786821,3859,3870
3880,3827237,3872,3880
3890,3807999,3879,3890
3900,3771453,3893,3900
3910,3887363,3899,3910
3920,3821342,3912,3920
3930,3845701,3917,3930
3940,3888633,3934,3940
3950,3899715,3940,3950
3960,3898302,3951,3960
3970,3872640,3957,3970
3980,3938429,3973,3980
3990,3902637,3977,3990
4000,3941869,3987,4000
4010,3976042,4001,4010
4020,3984393,4013,4020
4030,4109902,4024,4030
4040,3997500,4032,4040
4050,4084405,4038,4050
4060,4143747,4048,4060
4070,4074537,4057,4070
4080,3995201,4070,4080
4090,4166319,4077,4090
4100,4254327,4089,4100
4110,4191133,4105,4110
4120,4262596,4107,4120
4130,4270614,4119,4130
4140,4246776,4133,4140
4150,4352625,4141,4150
4160,4351737,4154,4160
4170,4343597,4160,4170
4180,4384151,4171,4180
4190,4406127,4183,4190
4200,4367614,4193,4200
4210,4386115,4200,4210
4220,4468700,4207,4220
4230,4577014,4220,4230
4240,4476202,4232,4240
4250,4453779,4242,4250
4260,4571242,4252,4260
4270,4596426,4261,4270
4280,4579072,4275,4280
4290,4607726,4281,4290
4300,4571033,4288,4300
4310,4591285,4302,4310
4320,4654462,4309,4320
4330,4675403,4324,4330
4340,4759167,4330,4340
4350,4774271,4341,4350
4360,4759574,4356,4360
4370,4751623,4359,4370
4380,4771287,4372,4380
4390,4842808,4382,4390
4400,4853325,4396,4400
4410,4905816,4398,4410
4420,4921947,4414,4420
4430,4850085,4418,4430
4440,4960391,4430,4440
4450,4973586,4438,4450
4460,4914573,4447,4460
4470,5014319,4458,4470
4480,4928851,4471,4480
4490,5029559,4486,4490
4500,5003642,4491,4500
4510,5045844,4501,4510
4520,5156245,4516,4520
4530,5197511,4519,4530
4540,5032514,4536,4540
4550,5026139,4529,4550
4560,5188181,4548,4560
4570,5201271,4559,4570
4580,5272241,4572,4580
4590,5207495,4574,4590
4600,5301274,4589,4600
4610,5317194,4603,4610
4620,5366907,4610,4620
4630,5406804,4624,4630
4640,5403939,4631,4640
4650,5283547,4636,4650
4660,5452718,4650,4660
4670,5463334,4662,4670
4680,5508734,4670,4680
4690,5488881,4678,4690
4700,5484012,4694,4700
4710,5503568,4699,4710
4720,5571023,4710,4720
4730,5522850,4721,4730
4740,5612680,4729,4740
4750,5632531,4739,4750
4760,5594995,4754,4760
4770,5565097,4762,4770
4780,5635249,4768,4780
4790,5712581,4782,4790
4800,5794554,4791,4800
4810,5716518,4795,4810
4820,5819790,4811,4820
4830,5815297,4817,4830
4840,5808227,4827,4840
4850,5732132,4839,4850
4860,5981710,4846,4860
4870,5878844,4862,4870
4880,5926782,4871,4880
4890,6074225,4883,4890
4900,5971423,4889,4900
4910,6129702,4899,4910
4920,6026951,4913,4920
4930,6022235,4921,4930
4940,6089573,4926,4940
4950,6150971,4945,4950
4960,6094034,4948,4960
4970,6254230,4961,4970
4980,6220502,4971,4980
4990,6102208,4982,4990
5000,6267453,4990,5000
